tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment
M5-130D:LP-DIR-T6	M5-130D:LP-DIR-T	M5-130D	18.9	52.4	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	435	u	1	2.730e+02			pmagpy-4.1.5	 5.650e-10
M5-130D:LP-DIR-T7	M5-130D:LP-DIR-T	M5-130D	336.3	41.3	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	436	u	1	2.730e+02			pmagpy-4.1.5	 5.560e-10
M5-130D:LP-DIR-T8	M5-130D:LP-DIR-T	M5-130D	286.4	28.7	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	437	u	1	2.730e+02			pmagpy-4.1.5	 3.320e-10
M5-130D:LP-DIR-T9	M5-130D:LP-DIR-T	M5-130D	11.2	15.4	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	438	u	1	2.730e+02			pmagpy-4.1.5	 5.330e-10
M5-130D:LP-DIR-T10	M5-130D:LP-DIR-T	M5-130D	255.9	44.2	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	439	u	1	2.730e+02			pmagpy-4.1.5	 1.630e-10
M5-130E:LP-DIR-T0	M5-130E:LP-DIR-T	M5-130E	28.4	80.7	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	440	u	1	2.730e+02			pmagpy-4.1.5	 9.570e-09
M5-130E:LP-DIR-T1	M5-130E:LP-DIR-T	M5-130E	2.3	55	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	441	u	1	2.730e+02			pmagpy-4.1.5	 1.020e-08
M5-130E:LP-DIR-T2	M5-130E:LP-DIR-T	M5-130E	359.8	42.2	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	442	u	1	2.730e+02			pmagpy-4.1.5	 7.710e-09
M5-130E:LP-DIR-T3	M5-130E:LP-DIR-T	M5-130E	356.5	38.8	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	443	u	1	2.730e+02			pmagpy-4.1.5	 5.150e-09
M5-130E:LP-DIR-T4	M5-130E:LP-DIR-T	M5-130E	354.2	32.4	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	444	u	1	2.730e+02			pmagpy-4.1.5	 4.110e-09
M5-130E:LP-DIR-T5	M5-130E:LP-DIR-T	M5-130E	349.7	41	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	445	u	1	2.730e+02			pmagpy-4.1.5	 2.630e-09
M5-130E:LP-DIR-T6	M5-130E:LP-DIR-T	M5-130E	10	42.9	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	446	u	1	2.730e+02			pmagpy-4.1.5	 1.660e-09
M5-130E:LP-DIR-T7	M5-130E:LP-DIR-T	M5-130E	343.6	36.6	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	447	u	1	2.730e+02			pmagpy-4.1.5	 1.340e-09
M5-130E:LP-DIR-T8	M5-130E:LP-DIR-T	M5-130E	315.5	19	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	448	u	1	2.730e+02			pmagpy-4.1.5	 1.120e-09
M5-130E:LP-DIR-T9	M5-130E:LP-DIR-T	M5-130E	32.6	-3	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	449	u	1	2.730e+02			pmagpy-4.1.5	 8.420e-10
M5-130E:LP-DIR-T10	M5-130E:LP-DIR-T	M5-130E	299.9	29.9	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	450	u	1	2.730e+02			pmagpy-4.1.5	 7.600e-10
M5-131D:LP-DIR-T0	M5-131D:LP-DIR-T	M5-131D	299.6	57.6	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	451	u	1	2.730e+02			pmagpy-4.1.5	 5.570e-09
M5-131D:LP-DIR-T1	M5-131D:LP-DIR-T	M5-131D	301.6	56.9	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	452	u	1	2.730e+02			pmagpy-4.1.5	 4.740e-09
M5-131D:LP-DIR-T2	M5-131D:LP-DIR-T	M5-131D	296.2	54.6	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	453	u	1	2.730e+02			pmagpy-4.1.5	 3.100e-09
M5-131D:LP-DIR-T3	M5-131D:LP-DIR-T	M5-131D	306.5	50	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	454	u	1	2.730e+02			pmagpy-4.1.5	 2.310e-09
M5-131D:LP-DIR-T4	M5-131D:LP-DIR-T	M5-131D	289.7	45.2	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	455	u	1	2.730e+02			pmagpy-4.1.5	 1.680e-09
M5-131D:LP-DIR-T5	M5-131D:LP-DIR-T	M5-131D	276.1	49.9	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	456	u	1	2.730e+02			pmagpy-4.1.5	 8.960e-10
M5-131D:LP-DIR-T6	M5-131D:LP-DIR-T	M5-131D	282.9	26.2	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	457	u	1	2.730e+02			pmagpy-4.1.5	 8.090e-10
M5-131D:LP-DIR-T7	M5-131D:LP-DIR-T	M5-131D	243.3	30.7	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	458	u	1	2.730e+02			pmagpy-4.1.5	 7.640e-10
M5-131D:LP-DIR-T8	M5-131D:LP-DIR-T	M5-131D	219.3	39.5	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	459	u	1	2.730e+02			pmagpy-4.1.5	 6.120e-10
M5-131D:LP-DIR-T9	M5-131D:LP-DIR-T	M5-131D	244.6	6.6	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	460	u	1	2.730e+02			pmagpy-4.1.5	 3.940e-10
M5-131D:LP-DIR-T10	M5-131D:LP-DIR-T	M5-131D	251	20.6	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	461	u	1	2.730e+02			pmagpy-4.1.5	 8.610e-10
M5-131E:LP-DIR-T0	M5-131E:LP-DIR-T	M5-131E	304.8	41.6	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	462	u	1	2.730e+02			pmagpy-4.1.5	 1.310e-08
M5-131E:LP-DIR-T1	M5-131E:LP-DIR-T	M5-131E	305.5	33.9	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	463	u	1	2.730e+02			pmagpy-4.1.5	 1.080e-08
M5-131E:LP-DIR-T2	M5-131E:LP-DIR-T	M5-131E	307	28.2	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	464	u	1	2.730e+02			pmagpy-4.1.5	 6.730e-09
M5-131E:LP-DIR-T3	M5-131E:LP-DIR-T	M5-131E	308.6	46.3	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	465	u	1	2.730e+02			pmagpy-4.1.5	 4.940e-09
M5-131E:LP-DIR-T4	M5-131E:LP-DIR-T	M5-131E	299.2	40.4	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	466	u	1	2.730e+02			pmagpy-4.1.5	 4.010e-09
M5-131E:LP-DIR-T5	M5-131E:LP-DIR-T	M5-131E	314	31.5	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	467	u	1	2.730e+02			pmagpy-4.1.5	 2.280e-09
M5-131E:LP-DIR-T6	M5-131E:LP-DIR-T	M5-131E	309.9	34.4	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	468	u	1	2.730e+02			pmagpy-4.1.5	 2.200e-09
M5-131E:LP-DIR-T7	M5-131E:LP-DIR-T	M5-131E	301.6	17	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	469	u	1	2.730e+02			pmagpy-4.1.5	 1.530e-09
M5-131E:LP-DIR-T8	M5-131E:LP-DIR-T	M5-131E	289.2	2.8	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	470	u	1	2.730e+02			pmagpy-4.1.5	 1.150e-09
M5-131E:LP-DIR-T9	M5-131E:LP-DIR-T	M5-131E	287.7	30.8	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	471	u	1	2.730e+02			pmagpy-4.1.5	 1.170e-09
M5-131E:LP-DIR-T10	M5-131E:LP-DIR-T	M5-131E	317.3	32.7	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	472	u	1	2.730e+02			pmagpy-4.1.5	 1.480e-09
M5-132D:LP-DIR-T0	M5-132D:LP-DIR-T	M5-132D	309.3	60.5	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	473	u	1	2.730e+02			pmagpy-4.1.5	 4.790e-09
M5-132D:LP-DIR-T1	M5-132D:LP-DIR-T	M5-132D	314.2	60.9	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	474	u	1	2.730e+02			pmagpy-4.1.5	 4.090e-09
M5-132D:LP-DIR-T2	M5-132D:LP-DIR-T	M5-132D	313.9	62.3	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	475	u	1	2.730e+02			pmagpy-4.1.5	 2.690e-09
M5-132D:LP-DIR-T3	M5-132D:LP-DIR-T	M5-132D	305.7	69.2	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	476	u	1	2.730e+02			pmagpy-4.1.5	 1.790e-09
M5-132D:LP-DIR-T4	M5-132D:LP-DIR-T	M5-132D	312	62.7	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	477	u	1	2.730e+02			pmagpy-4.1.5	 1.420e-09
M5-132D:LP-DIR-T5	M5-132D:LP-DIR-T	M5-132D	308.4	46	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	478	u	1	2.730e+02			pmagpy-4.1.5	 5.910e-10
M5-132D:LP-DIR-T6	M5-132D:LP-DIR-T	M5-132D	259.8	73.7	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	479	u	1	2.730e+02			pmagpy-4.1.5	 5.530e-10
M5-132D:LP-DIR-T7	M5-132D:LP-DIR-T	M5-132D	304.7	20.5	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	480	u	1	2.730e+02			pmagpy-4.1.5	 3.770e-10
M5-132D:LP-DIR-T8	M5-132D:LP-DIR-T	M5-132D	215.1	46.9	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	481	u	1	2.730e+02			pmagpy-4.1.5	 3.760e-10
M5-132D:LP-DIR-T9	M5-132D:LP-DIR-T	M5-132D	338.8	71.7	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	482	u	1	2.730e+02			pmagpy-4.1.5	 2.990e-10
M5-132D:LP-DIR-T10	M5-132D:LP-DIR-T	M5-132D	276.9	61.3	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	483	u	1	2.730e+02			pmagpy-4.1.5	 3.970e-10
M5-132E:LP-DIR-T0	M5-132E:LP-DIR-T	M5-132E	284.4	46.2	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	484	u	1	2.730e+02			pmagpy-4.1.5	 6.940e-09
M5-132E:LP-DIR-T1	M5-132E:LP-DIR-T	M5-132E	296.1	45.9	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	485	u	1	2.730e+02			pmagpy-4.1.5	 6.180e-09
M5-132E:LP-DIR-T2	M5-132E:LP-DIR-T	M5-132E	300	40.6	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	486	u	1	2.730e+02			pmagpy-4.1.5	 4.450e-09
M5-132E:LP-DIR-T3	M5-132E:LP-DIR-T	M5-132E	304.2	38.9	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	487	u	1	2.730e+02			pmagpy-4.1.5	 3.170e-09
M5-132E:LP-DIR-T4	M5-132E:LP-DIR-T	M5-132E	310.6	28.9	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	488	u	1	2.730e+02			pmagpy-4.1.5	 2.170e-09
M5-132E:LP-DIR-T5	M5-132E:LP-DIR-T	M5-132E	306.8	10.8	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	489	u	1	2.730e+02			pmagpy-4.1.5	 1.420e-09
M5-132E:LP-DIR-T6	M5-132E:LP-DIR-T	M5-132E	298.9	26.7	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	490	u	1	2.730e+02			pmagpy-4.1.5	 1.110e-09
M5-132E:LP-DIR-T7	M5-132E:LP-DIR-T	M5-132E	307.5	20.8	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	491	u	1	2.730e+02			pmagpy-4.1.5	 1.220e-09
M5-132E:LP-DIR-T8	M5-132E:LP-DIR-T	M5-132E	303.5	5.2	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	492	u	1	2.730e+02			pmagpy-4.1.5	 8.390e-10
M5-132E:LP-DIR-T9	M5-132E:LP-DIR-T	M5-132E	305.5	35.9	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	493	u	1	2.730e+02			pmagpy-4.1.5	 6.470e-10
M5-132E:LP-DIR-T10	M5-132E:LP-DIR-T	M5-132E	316.1	5.2	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	494	u	1	2.730e+02			pmagpy-4.1.5	 4.840e-10
M5-133D:LP-DIR-T0	M5-133D:LP-DIR-T	M5-133D	303.6	55.4	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	495	u	1	2.730e+02			pmagpy-4.1.5	 6.150e-09
M5-133D:LP-DIR-T1	M5-133D:LP-DIR-T	M5-133D	306.4	53.7	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	496	u	1	2.730e+02			pmagpy-4.1.5	 5.180e-09
M5-133D:LP-DIR-T2	M5-133D:LP-DIR-T	M5-133D	303.1	52.4	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	497	u	1	2.730e+02			pmagpy-4.1.5	 3.320e-09
M5-133D:LP-DIR-T3	M5-133D:LP-DIR-T	M5-133D	301.5	52.5	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	498	u	1	2.730e+02			pmagpy-4.1.5	 2.350e-09
M5-133D:LP-DIR-T4	M5-133D:LP-DIR-T	M5-133D	303	48.2	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	499	u	1	2.730e+02			pmagpy-4.1.5	 2.080e-09
M5-133D:LP-DIR-T5	M5-133D:LP-DIR-T	M5-133D	292.1	49.2	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	500	u	1	2.730e+02			pmagpy-4.1.5	 1.220e-09
M5-133D:LP-DIR-T6	M5-133D:LP-DIR-T	M5-133D	255.1	60.4	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	501	u	1	2.730e+02			pmagpy-4.1.5	 7.470e-10
M5-133D:LP-DIR-T7	M5-133D:LP-DIR-T	M5-133D	254.6	60.7	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	502	u	1	2.730e+02			pmagpy-4.1.5	 6.410e-10
M5-133D:LP-DIR-T8	M5-133D:LP-DIR-T	M5-133D	246.9	37.2	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	503	u	1	2.730e+02			pmagpy-4.1.5	 7.700e-10
M5-133D:LP-DIR-T9	M5-133D:LP-DIR-T	M5-133D	210.8	42.8	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	504	u	1	2.730e+02			pmagpy-4.1.5	 4.770e-10
M5-133D:LP-DIR-T10	M5-133D:LP-DIR-T	M5-133D	308.5	79.7	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	505	u	1	2.730e+02			pmagpy-4.1.5	 4.760e-10
M5-133E:LP-DIR-T0	M5-133E:LP-DIR-T	M5-133E	312.7	41.2	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	506	u	1	2.730e+02			pmagpy-4.1.5	 6.710e-09
M5-133E:LP-DIR-T1	M5-133E:LP-DIR-T	M5-133E	311.3	41.9	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	507	u	1	2.730e+02			pmagpy-4.1.5	 5.610e-09
M5-133E:LP-DIR-T2	M5-133E:LP-DIR-T	M5-133E	312.1	39.9	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	508	u	1	2.730e+02			pmagpy-4.1.5	 3.530e-09
M5-133E:LP-DIR-T3	M5-133E:LP-DIR-T	M5-133E	313.4	42.6	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	509	u	1	2.730e+02			pmagpy-4.1.5	 2.610e-09
M5-133E:LP-DIR-T4	M5-133E:LP-DIR-T	M5-133E	318.9	47.2	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	510	u	1	2.730e+02			pmagpy-4.1.5	 1.720e-09
M5-133E:LP-DIR-T5	M5-133E:LP-DIR-T	M5-133E	317	41.5	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	511	u	1	2.730e+02			pmagpy-4.1.5	 1.270e-09
M5-133E:LP-DIR-T6	M5-133E:LP-DIR-T	M5-133E	331.1	43.3	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	512	u	1	2.730e+02			pmagpy-4.1.5	 9.770e-10
M5-133E:LP-DIR-T7	M5-133E:LP-DIR-T	M5-133E	298.4	47.8	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	513	u	1	2.730e+02			pmagpy-4.1.5	 5.720e-10
M5-133E:LP-DIR-T8	M5-133E:LP-DIR-T	M5-133E	308.5	57.4	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	514	u	1	2.730e+02			pmagpy-4.1.5	 5.910e-10
M5-133E:LP-DIR-T9	M5-133E:LP-DIR-T	M5-133E	322.4	56	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	515	u	1	2.730e+02			pmagpy-4.1.5	 6.350e-10
M5-133E:LP-DIR-T10	M5-133E:LP-DIR-T	M5-133E	303	26.1	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	516	u	1	2.730e+02			pmagpy-4.1.5	 2.950e-10
M5-134D:LP-DIR-T0	M5-134D:LP-DIR-T	M5-134D	318.3	52.4	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	517	u	1	2.730e+02			pmagpy-4.1.5	 3.780e-09
M5-134D:LP-DIR-T1	M5-134D:LP-DIR-T	M5-134D	310.3	52.2	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	518	u	1	2.730e+02			pmagpy-4.1.5	 3.080e-09
M5-134D:LP-DIR-T2	M5-134D:LP-DIR-T	M5-134D	312.1	55.5	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	519	u	1	2.730e+02			pmagpy-4.1.5	 2.240e-09
M5-134D:LP-DIR-T3	M5-134D:LP-DIR-T	M5-134D	321.1	47.4	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	520	u	1	2.730e+02			pmagpy-4.1.5	 1.590e-09
M5-134D:LP-DIR-T4	M5-134D:LP-DIR-T	M5-134D	306.1	48.2	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	521	u	1	2.730e+02			pmagpy-4.1.5	 1.370e-09
M5-134D:LP-DIR-T5	M5-134D:LP-DIR-T	M5-134D	320.6	55.3	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	522	u	1	2.730e+02			pmagpy-4.1.5	 9.630e-10
M5-134D:LP-DIR-T6	M5-134D:LP-DIR-T	M5-134D	304.6	-1.9	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	523	u	1	2.730e+02			pmagpy-4.1.5	 3.840e-10
M5-134D:LP-DIR-T7	M5-134D:LP-DIR-T	M5-134D	278.6	66.7	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	524	u	1	2.730e+02			pmagpy-4.1.5	 5.290e-10
M5-134D:LP-DIR-T8	M5-134D:LP-DIR-T	M5-134D	292	34.8	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	525	u	1	2.730e+02			pmagpy-4.1.5	 3.100e-10
M5-134D:LP-DIR-T9	M5-134D:LP-DIR-T	M5-134D	304.2	23.1	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	526	u	1	2.730e+02			pmagpy-4.1.5	 3.130e-10
M5-134D:LP-DIR-T10	M5-134D:LP-DIR-T	M5-134D	207.2	10.2	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	527	u	1	2.730e+02			pmagpy-4.1.5	 3.340e-10
M5-134E:LP-DIR-T0	M5-134E:LP-DIR-T	M5-134E	251	37.4	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	528	u	1	2.730e+02			pmagpy-4.1.5	 3.760e-09
M5-134E:LP-DIR-T1	M5-134E:LP-DIR-T	M5-134E	284	34.9	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	529	u	1	2.730e+02			pmagpy-4.1.5	 3.300e-09
M5-134E:LP-DIR-T2	M5-134E:LP-DIR-T	M5-134E	306.2	29.8	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	530	u	1	2.730e+02			pmagpy-4.1.5	 2.380e-09
M5-134E:LP-DIR-T3	M5-134E:LP-DIR-T	M5-134E	311.4	28.2	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	531	u	1	2.730e+02			pmagpy-4.1.5	 1.700e-09
M5-134E:LP-DIR-T4	M5-134E:LP-DIR-T	M5-134E	313.9	19.5	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	532	u	1	2.730e+02			pmagpy-4.1.5	 1.540e-09
M5-134E:LP-DIR-T5	M5-134E:LP-DIR-T	M5-134E	323	2.9	0.000e+00	0	0	5	3.030e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	533	u	1	2.730e+02			pmagpy-4.1.5	 8.790e-10
M5-134E:LP-DIR-T6	M5-134E:LP-DIR-T	M5-134E	332.1	11.1	0.000e+00	0	0	6	3.130e+02	This study	HUJI-2G	LT-LT-Z:LP-DIR-T	g	534	u	1	2.730e+02			pmagpy-4.1.5	 4.430e-10
M5-134E:LP-DIR-T7	M5-134E:LP-DIR-T	M5-134E	276.6	1.9	0.000e+00	0	0	7	3.230e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	535	u	1	2.730e+02			pmagpy-4.1.5	 6.710e-10
M5-134E:LP-DIR-T8	M5-134E:LP-DIR-T	M5-134E	298.1	19.8	0.000e+00	0	0	8	3.380e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	536	u	1	2.730e+02			pmagpy-4.1.5	 6.550e-10
M5-134E:LP-DIR-T9	M5-134E:LP-DIR-T	M5-134E	280.6	1.5	0.000e+00	0	0	9	3.530e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	537	u	1	2.730e+02			pmagpy-4.1.5	 5.860e-10
M5-134E:LP-DIR-T10	M5-134E:LP-DIR-T	M5-134E	259.7	10.9	0.000e+00	0	0	10	3.730e+02	This study	HUJI-2G	LT-T-Z:LP-DIR-T	g	538	u	1	2.730e+02			pmagpy-4.1.5	 7.980e-10
M5-135D:LP-DIR-T0	M5-135D:LP-DIR-T	M5-135D	348.3	29.9	0.000e+00	0	0	0	2.730e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	539	u	1	2.730e+02			pmagpy-4.1.5	 5.110e-08
M5-135D:LP-DIR-T1	M5-135D:LP-DIR-T	M5-135D	350.4	27	0.000e+00	0	0	1	2.780e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	540	u	1	2.730e+02			pmagpy-4.1.5	 2.560e-08
M5-135D:LP-DIR-T2	M5-135D:LP-DIR-T	M5-135D	341.6	30.7	0.000e+00	0	0	2	2.830e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	541	u	1	2.730e+02			pmagpy-4.1.5	 9.010e-09
M5-135D:LP-DIR-T3	M5-135D:LP-DIR-T	M5-135D	332.7	32.7	0.000e+00	0	0	3	2.880e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	542	u	1	2.730e+02			pmagpy-4.1.5	 5.160e-09
M5-135D:LP-DIR-T4	M5-135D:LP-DIR-T	M5-135D	328.5	32.5	0.000e+00	0	0	4	2.930e+02	This study	HUJI-2G	LT-NO:LP-DIR-T	g	543	u	1	2.730e+02			pmagpy-4.1.5	 3.030e-09
